report_id,report_type,start_date,end_date,report_content
359,Monthly,2024-06-26,2024-07-25,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.59, Std Dev: 0.47. Mean process: 59.16, Std Dev: 10.28. Raw milk volume: 252262 liters."
360,Monthly,2024-09-10,2024-10-09,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.58. Mean process: 62.45, Std Dev: 10.73. Raw milk volume: 240966 liters."
361,Monthly,2024-06-21,2024-07-20,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.56. Mean process: 60.91, Std Dev: 8.7. Raw milk volume: 233408 liters."
362,Monthly,2024-05-21,2024-06-19,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.47. Mean process: 57.36, Std Dev: 10.59. Raw milk volume: 262163 liters."
363,Weekly,2024-05-09,2024-05-15,"Weekly production summary: Total output 31398 liters. Quality metrics within acceptable ranges. Mean quality: 3.62, Std Dev: 0.5. Mean process: 61.54, Std Dev: 11.7. Raw milk volume: 53054 liters."
364,Monthly,2024-05-10,2024-06-08,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.63. Mean process: 62.83, Std Dev: 8.24. Raw milk volume: 217054 liters."
365,Weekly,2024-08-13,2024-08-19,"Weekly production summary: Total output 39201 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.52. Mean process: 66.45, Std Dev: 10.67. Raw milk volume: 68405 liters."
366,Monthly,2024-08-30,2024-09-28,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.44. Mean process: 58.95, Std Dev: 9.15. Raw milk volume: 253845 liters."
367,Monthly,2024-10-08,2024-11-06,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.53. Mean process: 68.35, Std Dev: 10.39. Raw milk volume: 298341 liters."
368,Monthly,2024-10-07,2024-11-05,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.38, Std Dev: 0.52. Mean process: 65.98, Std Dev: 9.39. Raw milk volume: 237700 liters."
369,Monthly,2024-06-29,2024-07-28,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.5. Mean process: 56.08, Std Dev: 10.65. Raw milk volume: 275748 liters."
370,Weekly,2024-05-22,2024-05-28,"Weekly production summary: Total output 37900 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.52. Mean process: 55.56, Std Dev: 9.56. Raw milk volume: 57348 liters."
371,Weekly,2024-06-28,2024-07-04,"Weekly production summary: Total output 39113 liters. Quality metrics within acceptable ranges. Mean quality: 3.57, Std Dev: 0.48. Mean process: 68.63, Std Dev: 9.6. Raw milk volume: 62044 liters."
372,Weekly,2024-09-17,2024-09-23,"Weekly production summary: Total output 34564 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.55. Mean process: 52.91, Std Dev: 8.24. Raw milk volume: 68812 liters."
373,Weekly,2024-09-25,2024-10-01,"Weekly production summary: Total output 37030 liters. Quality metrics within acceptable ranges. Mean quality: 3.35, Std Dev: 0.56. Mean process: 57.24, Std Dev: 12.56. Raw milk volume: 68381 liters."
374,Weekly,2024-08-18,2024-08-24,"Weekly production summary: Total output 34381 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.51. Mean process: 67.71, Std Dev: 12.01. Raw milk volume: 50948 liters."
375,Weekly,2024-06-14,2024-06-20,"Weekly production summary: Total output 35062 liters. Quality metrics within acceptable ranges. Mean quality: 3.71, Std Dev: 0.56. Mean process: 65.12, Std Dev: 10.59. Raw milk volume: 61135 liters."
376,Monthly,2024-04-23,2024-05-22,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.58, Std Dev: 0.47. Mean process: 55.91, Std Dev: 10.0. Raw milk volume: 218776 liters."
377,Monthly,2024-05-05,2024-06-03,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.48. Mean process: 63.48, Std Dev: 10.96. Raw milk volume: 297120 liters."
378,Weekly,2024-05-09,2024-05-15,"Weekly production summary: Total output 38691 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.57. Mean process: 54.29, Std Dev: 9.81. Raw milk volume: 57049 liters."
379,Monthly,2024-07-12,2024-08-10,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.43, Std Dev: 0.41. Mean process: 59.59, Std Dev: 9.88. Raw milk volume: 244681 liters."
380,Weekly,2024-07-02,2024-07-08,"Weekly production summary: Total output 35105 liters. Quality metrics within acceptable ranges. Mean quality: 3.65, Std Dev: 0.53. Mean process: 54.88, Std Dev: 11.85. Raw milk volume: 60629 liters."
381,Weekly,2024-10-10,2024-10-16,"Weekly production summary: Total output 30861 liters. Quality metrics within acceptable ranges. Mean quality: 3.62, Std Dev: 0.53. Mean process: 58.87, Std Dev: 9.04. Raw milk volume: 55098 liters."
382,Weekly,2024-09-15,2024-09-21,"Weekly production summary: Total output 30815 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.55. Mean process: 69.42, Std Dev: 11.54. Raw milk volume: 52673 liters."
383,Monthly,2024-07-17,2024-08-15,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.44. Mean process: 60.7, Std Dev: 8.23. Raw milk volume: 255576 liters."
384,Monthly,2024-08-17,2024-09-15,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.49. Mean process: 57.67, Std Dev: 8.41. Raw milk volume: 254287 liters."
385,Monthly,2024-06-02,2024-07-01,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.47. Mean process: 54.15, Std Dev: 7.13. Raw milk volume: 214918 liters."
386,Monthly,2024-07-14,2024-08-12,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.59. Mean process: 68.31, Std Dev: 9.54. Raw milk volume: 237125 liters."
387,Monthly,2024-08-02,2024-08-31,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.52. Mean process: 55.01, Std Dev: 10.3. Raw milk volume: 240425 liters."
388,Weekly,2024-06-03,2024-06-09,"Weekly production summary: Total output 36475 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.56. Mean process: 59.5, Std Dev: 9.8. Raw milk volume: 69638 liters."
389,Weekly,2024-04-23,2024-04-29,"Weekly production summary: Total output 33349 liters. Quality metrics within acceptable ranges. Mean quality: 3.41, Std Dev: 0.46. Mean process: 58.87, Std Dev: 10.37. Raw milk volume: 59876 liters."
390,Weekly,2024-09-18,2024-09-24,"Weekly production summary: Total output 32248 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.46. Mean process: 67.46, Std Dev: 9.73. Raw milk volume: 58372 liters."
391,Monthly,2024-06-24,2024-07-23,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.5, Std Dev: 0.46. Mean process: 47.88, Std Dev: 10.88. Raw milk volume: 201013 liters."
392,Monthly,2024-09-14,2024-10-13,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.49. Mean process: 60.33, Std Dev: 10.52. Raw milk volume: 223028 liters."
393,Weekly,2024-07-04,2024-07-10,"Weekly production summary: Total output 38725 liters. Quality metrics within acceptable ranges. Mean quality: 3.34, Std Dev: 0.47. Mean process: 63.97, Std Dev: 8.75. Raw milk volume: 57540 liters."
394,Monthly,2024-05-05,2024-06-03,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.43. Mean process: 62.33, Std Dev: 9.96. Raw milk volume: 297260 liters."
395,Weekly,2024-07-15,2024-07-21,"Weekly production summary: Total output 30307 liters. Quality metrics within acceptable ranges. Mean quality: 3.34, Std Dev: 0.56. Mean process: 56.33, Std Dev: 9.19. Raw milk volume: 65065 liters."
396,Weekly,2024-10-06,2024-10-12,"Weekly production summary: Total output 35129 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.56. Mean process: 54.92, Std Dev: 10.06. Raw milk volume: 68866 liters."
397,Monthly,2024-08-11,2024-09-09,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.53. Mean process: 60.88, Std Dev: 9.63. Raw milk volume: 292995 liters."
398,Monthly,2024-06-17,2024-07-16,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.42, Std Dev: 0.5. Mean process: 54.64, Std Dev: 7.08. Raw milk volume: 253088 liters."
399,Weekly,2024-06-24,2024-06-30,"Weekly production summary: Total output 32815 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.55. Mean process: 48.19, Std Dev: 8.99. Raw milk volume: 65076 liters."
400,Monthly,2024-05-09,2024-06-07,"Monthly overview: Production increased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.56, Std Dev: 0.6. Mean process: 60.1, Std Dev: 9.27. Raw milk volume: 213875 liters."
401,Weekly,2024-07-15,2024-07-21,"Weekly production summary: Total output 39648 liters. Quality metrics within acceptable ranges. Mean quality: 3.48, Std Dev: 0.57. Mean process: 56.77, Std Dev: 9.2. Raw milk volume: 63121 liters."
402,Weekly,2024-07-07,2024-07-13,"Weekly production summary: Total output 35083 liters. Quality metrics within acceptable ranges. Mean quality: 3.45, Std Dev: 0.45. Mean process: 60.61, Std Dev: 11.62. Raw milk volume: 61125 liters."
403,Weekly,2024-06-25,2024-07-01,"Weekly production summary: Total output 32754 liters. Quality metrics within acceptable ranges. Mean quality: 3.53, Std Dev: 0.49. Mean process: 58.54, Std Dev: 8.44. Raw milk volume: 52502 liters."
404,Weekly,2024-08-03,2024-08-09,"Weekly production summary: Total output 38355 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.5. Mean process: 59.1, Std Dev: 13.19. Raw milk volume: 56353 liters."
405,Monthly,2024-06-29,2024-07-28,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.46. Mean process: 57.87, Std Dev: 11.15. Raw milk volume: 219358 liters."
406,Weekly,2024-05-11,2024-05-17,"Weekly production summary: Total output 32399 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.43. Mean process: 64.6, Std Dev: 9.33. Raw milk volume: 58387 liters."
407,Weekly,2024-05-25,2024-05-31,"Weekly production summary: Total output 39869 liters. Quality metrics within acceptable ranges. Mean quality: 3.69, Std Dev: 0.55. Mean process: 57.76, Std Dev: 11.28. Raw milk volume: 55009 liters."
408,Weekly,2024-05-26,2024-06-01,"Weekly production summary: Total output 38095 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.54. Mean process: 62.42, Std Dev: 9.15. Raw milk volume: 65202 liters."
409,Monthly,2024-09-01,2024-09-30,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.55. Mean process: 58.33, Std Dev: 9.6. Raw milk volume: 284278 liters."
410,Monthly,2024-10-06,2024-11-04,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.52. Mean process: 70.31, Std Dev: 8.93. Raw milk volume: 241436 liters."
411,Weekly,2024-07-16,2024-07-22,"Weekly production summary: Total output 31118 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.57. Mean process: 59.6, Std Dev: 10.45. Raw milk volume: 65365 liters."
412,Monthly,2024-08-22,2024-09-20,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.52. Mean process: 59.06, Std Dev: 10.99. Raw milk volume: 236002 liters."
413,Weekly,2024-06-29,2024-07-05,"Weekly production summary: Total output 38312 liters. Quality metrics within acceptable ranges. Mean quality: 3.62, Std Dev: 0.63. Mean process: 62.9, Std Dev: 10.33. Raw milk volume: 52431 liters."
414,Monthly,2024-07-20,2024-08-18,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.52, Std Dev: 0.48. Mean process: 61.69, Std Dev: 9.7. Raw milk volume: 204929 liters."
415,Weekly,2024-07-02,2024-07-08,"Weekly production summary: Total output 34703 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.57. Mean process: 54.97, Std Dev: 11.14. Raw milk volume: 52514 liters."
416,Weekly,2024-08-19,2024-08-25,"Weekly production summary: Total output 39733 liters. Quality metrics within acceptable ranges. Mean quality: 3.63, Std Dev: 0.49. Mean process: 49.39, Std Dev: 9.39. Raw milk volume: 66615 liters."
417,Monthly,2024-07-20,2024-08-18,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.63, Std Dev: 0.5. Mean process: 55.0, Std Dev: 9.5. Raw milk volume: 272655 liters."
418,Weekly,2024-07-18,2024-07-24,"Weekly production summary: Total output 39366 liters. Quality metrics within acceptable ranges. Mean quality: 3.58, Std Dev: 0.53. Mean process: 58.81, Std Dev: 9.63. Raw milk volume: 56168 liters."
419,Monthly,2024-08-17,2024-09-15,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.46, Std Dev: 0.45. Mean process: 68.08, Std Dev: 9.68. Raw milk volume: 265715 liters."
420,Weekly,2024-05-04,2024-05-10,"Weekly production summary: Total output 37381 liters. Quality metrics within acceptable ranges. Mean quality: 3.62, Std Dev: 0.58. Mean process: 64.99, Std Dev: 9.57. Raw milk volume: 53391 liters."
421,Monthly,2024-09-07,2024-10-06,"Monthly overview: Production decreased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.5. Mean process: 55.48, Std Dev: 10.32. Raw milk volume: 266132 liters."
422,Weekly,2024-04-29,2024-05-05,"Weekly production summary: Total output 34059 liters. Quality metrics within acceptable ranges. Mean quality: 3.38, Std Dev: 0.56. Mean process: 57.68, Std Dev: 10.2. Raw milk volume: 64344 liters."
423,Monthly,2024-08-01,2024-08-30,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.53, Std Dev: 0.49. Mean process: 62.93, Std Dev: 9.53. Raw milk volume: 279928 liters."
424,Weekly,2024-07-01,2024-07-07,"Weekly production summary: Total output 36108 liters. Quality metrics within acceptable ranges. Mean quality: 3.59, Std Dev: 0.43. Mean process: 60.63, Std Dev: 11.94. Raw milk volume: 59269 liters."
425,Monthly,2024-07-10,2024-08-08,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.4, Std Dev: 0.47. Mean process: 62.57, Std Dev: 10.18. Raw milk volume: 288984 liters."
426,Weekly,2024-09-22,2024-09-28,"Weekly production summary: Total output 35482 liters. Quality metrics within acceptable ranges. Mean quality: 3.54, Std Dev: 0.52. Mean process: 63.17, Std Dev: 11.11. Raw milk volume: 52159 liters."
427,Monthly,2024-05-10,2024-06-08,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.49. Mean process: 63.36, Std Dev: 11.9. Raw milk volume: 288916 liters."
428,Monthly,2024-06-16,2024-07-15,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.45. Mean process: 65.54, Std Dev: 9.88. Raw milk volume: 294861 liters."
429,Weekly,2024-06-25,2024-07-01,"Weekly production summary: Total output 31335 liters. Quality metrics within acceptable ranges. Mean quality: 3.28, Std Dev: 0.54. Mean process: 57.32, Std Dev: 9.91. Raw milk volume: 69095 liters."
430,Weekly,2024-10-17,2024-10-23,"Weekly production summary: Total output 35731 liters. Quality metrics within acceptable ranges. Mean quality: 3.53, Std Dev: 0.51. Mean process: 63.55, Std Dev: 9.56. Raw milk volume: 60165 liters."
431,Monthly,2024-05-17,2024-06-15,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.55, Std Dev: 0.49. Mean process: 63.69, Std Dev: 10.62. Raw milk volume: 292908 liters."
432,Weekly,2024-06-21,2024-06-27,"Weekly production summary: Total output 39157 liters. Quality metrics within acceptable ranges. Mean quality: 3.41, Std Dev: 0.55. Mean process: 57.32, Std Dev: 10.81. Raw milk volume: 62343 liters."
433,Monthly,2024-09-26,2024-10-25,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.54, Std Dev: 0.59. Mean process: 58.88, Std Dev: 9.65. Raw milk volume: 287833 liters."
434,Weekly,2024-08-25,2024-08-31,"Weekly production summary: Total output 36937 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.48. Mean process: 64.0, Std Dev: 8.38. Raw milk volume: 66662 liters."
435,Monthly,2024-04-25,2024-05-24,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.45. Mean process: 64.75, Std Dev: 11.71. Raw milk volume: 240483 liters."
436,Weekly,2024-06-02,2024-06-08,"Weekly production summary: Total output 35598 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.49. Mean process: 60.35, Std Dev: 11.16. Raw milk volume: 65934 liters."
437,Weekly,2024-06-04,2024-06-10,"Weekly production summary: Total output 32253 liters. Quality metrics within acceptable ranges. Mean quality: 3.41, Std Dev: 0.51. Mean process: 64.88, Std Dev: 10.5. Raw milk volume: 55077 liters."
438,Weekly,2024-06-18,2024-06-24,"Weekly production summary: Total output 31657 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.55. Mean process: 46.48, Std Dev: 10.68. Raw milk volume: 66635 liters."
439,Weekly,2024-08-28,2024-09-03,"Weekly production summary: Total output 35517 liters. Quality metrics within acceptable ranges. Mean quality: 3.43, Std Dev: 0.41. Mean process: 62.56, Std Dev: 11.37. Raw milk volume: 54294 liters."
440,Monthly,2024-05-21,2024-06-19,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.55. Mean process: 68.06, Std Dev: 11.31. Raw milk volume: 223703 liters."
441,Weekly,2024-09-09,2024-09-15,"Weekly production summary: Total output 37170 liters. Quality metrics within acceptable ranges. Mean quality: 3.66, Std Dev: 0.54. Mean process: 60.38, Std Dev: 8.4. Raw milk volume: 51431 liters."
442,Monthly,2024-07-01,2024-07-30,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.46. Mean process: 70.85, Std Dev: 9.82. Raw milk volume: 294317 liters."
443,Weekly,2024-07-17,2024-07-23,"Weekly production summary: Total output 34668 liters. Quality metrics within acceptable ranges. Mean quality: 3.51, Std Dev: 0.53. Mean process: 60.22, Std Dev: 11.7. Raw milk volume: 64710 liters."
444,Weekly,2024-08-03,2024-08-09,"Weekly production summary: Total output 33918 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.51. Mean process: 56.29, Std Dev: 8.68. Raw milk volume: 60140 liters."
445,Monthly,2024-10-14,2024-11-12,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.44, Std Dev: 0.5. Mean process: 57.85, Std Dev: 9.31. Raw milk volume: 248213 liters."
446,Monthly,2024-07-20,2024-08-18,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.36, Std Dev: 0.5. Mean process: 52.48, Std Dev: 10.76. Raw milk volume: 250052 liters."
447,Monthly,2024-05-23,2024-06-21,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.51, Std Dev: 0.43. Mean process: 58.45, Std Dev: 9.25. Raw milk volume: 279254 liters."
448,Weekly,2024-10-08,2024-10-14,"Weekly production summary: Total output 34096 liters. Quality metrics within acceptable ranges. Mean quality: 3.53, Std Dev: 0.57. Mean process: 50.62, Std Dev: 10.12. Raw milk volume: 51709 liters."
449,Monthly,2024-10-08,2024-11-06,"Monthly overview: Production decreased by 0% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.48, Std Dev: 0.53. Mean process: 61.07, Std Dev: 9.25. Raw milk volume: 272684 liters."
450,Weekly,2024-09-07,2024-09-13,"Weekly production summary: Total output 38452 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.46. Mean process: 65.38, Std Dev: 10.02. Raw milk volume: 54085 liters."
451,Monthly,2024-05-08,2024-06-06,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.69, Std Dev: 0.5. Mean process: 56.46, Std Dev: 8.49. Raw milk volume: 235755 liters."
452,Monthly,2024-10-14,2024-11-12,"Monthly overview: Production increased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.32, Std Dev: 0.42. Mean process: 61.34, Std Dev: 10.51. Raw milk volume: 219313 liters."
453,Monthly,2024-05-09,2024-06-07,"Monthly overview: Production decreased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.34, Std Dev: 0.54. Mean process: 57.58, Std Dev: 10.15. Raw milk volume: 259130 liters."
454,Monthly,2024-10-19,2024-11-17,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.66, Std Dev: 0.54. Mean process: 58.66, Std Dev: 9.11. Raw milk volume: 254381 liters."
455,Weekly,2024-07-07,2024-07-13,"Weekly production summary: Total output 38224 liters. Quality metrics within acceptable ranges. Mean quality: 3.28, Std Dev: 0.46. Mean process: 58.94, Std Dev: 9.01. Raw milk volume: 62253 liters."
456,Weekly,2024-07-05,2024-07-11,"Weekly production summary: Total output 31337 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.5. Mean process: 58.88, Std Dev: 9.35. Raw milk volume: 62285 liters."
457,Weekly,2024-04-27,2024-05-03,"Weekly production summary: Total output 35221 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.52. Mean process: 54.55, Std Dev: 11.41. Raw milk volume: 53246 liters."
458,Monthly,2024-09-22,2024-10-21,"Monthly overview: Production decreased by 3% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.5. Mean process: 63.54, Std Dev: 10.23. Raw milk volume: 218035 liters."
459,Weekly,2024-06-16,2024-06-22,"Weekly production summary: Total output 37740 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.51. Mean process: 56.94, Std Dev: 10.36. Raw milk volume: 54547 liters."
460,Monthly,2024-07-18,2024-08-16,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.39, Std Dev: 0.51. Mean process: 59.83, Std Dev: 9.79. Raw milk volume: 200688 liters."
461,Weekly,2024-04-25,2024-05-01,"Weekly production summary: Total output 34193 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.41. Mean process: 57.26, Std Dev: 10.09. Raw milk volume: 57066 liters."
462,Weekly,2024-08-06,2024-08-12,"Weekly production summary: Total output 39975 liters. Quality metrics within acceptable ranges. Mean quality: 3.52, Std Dev: 0.45. Mean process: 66.33, Std Dev: 9.13. Raw milk volume: 67294 liters."
463,Monthly,2024-05-13,2024-06-11,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.6, Std Dev: 0.52. Mean process: 56.77, Std Dev: 11.78. Raw milk volume: 231147 liters."
464,Monthly,2024-05-15,2024-06-13,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.38, Std Dev: 0.55. Mean process: 65.0, Std Dev: 9.33. Raw milk volume: 231252 liters."
465,Monthly,2024-08-24,2024-09-22,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.64, Std Dev: 0.49. Mean process: 61.44, Std Dev: 10.26. Raw milk volume: 259914 liters."
466,Weekly,2024-05-13,2024-05-19,"Weekly production summary: Total output 38189 liters. Quality metrics within acceptable ranges. Mean quality: 3.49, Std Dev: 0.54. Mean process: 63.97, Std Dev: 8.25. Raw milk volume: 69553 liters."
467,Weekly,2024-08-22,2024-08-28,"Weekly production summary: Total output 38443 liters. Quality metrics within acceptable ranges. Mean quality: 3.63, Std Dev: 0.42. Mean process: 65.16, Std Dev: 11.13. Raw milk volume: 68843 liters."
468,Weekly,2024-09-08,2024-09-14,"Weekly production summary: Total output 32352 liters. Quality metrics within acceptable ranges. Mean quality: 3.39, Std Dev: 0.48. Mean process: 54.47, Std Dev: 9.79. Raw milk volume: 59544 liters."
469,Monthly,2024-04-22,2024-05-21,"Monthly overview: Production increased by 4% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.47, Std Dev: 0.54. Mean process: 66.55, Std Dev: 11.4. Raw milk volume: 246244 liters."
470,Weekly,2024-08-10,2024-08-16,"Weekly production summary: Total output 36825 liters. Quality metrics within acceptable ranges. Mean quality: 3.44, Std Dev: 0.49. Mean process: 51.58, Std Dev: 9.19. Raw milk volume: 56137 liters."
471,Weekly,2024-08-01,2024-08-07,"Weekly production summary: Total output 35908 liters. Quality metrics within acceptable ranges. Mean quality: 3.6, Std Dev: 0.58. Mean process: 53.83, Std Dev: 9.41. Raw milk volume: 52217 liters."
472,Weekly,2024-07-06,2024-07-12,"Weekly production summary: Total output 37702 liters. Quality metrics within acceptable ranges. Mean quality: 3.5, Std Dev: 0.51. Mean process: 55.95, Std Dev: 10.42. Raw milk volume: 51426 liters."
473,Monthly,2024-07-03,2024-08-01,"Monthly overview: Production decreased by 1% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.45, Std Dev: 0.5. Mean process: 62.73, Std Dev: 10.01. Raw milk volume: 297952 liters."
474,Weekly,2024-06-30,2024-07-06,"Weekly production summary: Total output 31106 liters. Quality metrics within acceptable ranges. Mean quality: 3.46, Std Dev: 0.49. Mean process: 59.56, Std Dev: 9.63. Raw milk volume: 61298 liters."
475,Weekly,2024-09-11,2024-09-17,"Weekly production summary: Total output 31698 liters. Quality metrics within acceptable ranges. Mean quality: 3.47, Std Dev: 0.58. Mean process: 62.8, Std Dev: 9.7. Raw milk volume: 69067 liters."
476,Monthly,2024-05-17,2024-06-15,"Monthly overview: Production decreased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.57, Std Dev: 0.48. Mean process: 65.87, Std Dev: 10.37. Raw milk volume: 246176 liters."
477,Monthly,2024-09-26,2024-10-25,"Monthly overview: Production increased by 5% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.49, Std Dev: 0.52. Mean process: 52.15, Std Dev: 8.87. Raw milk volume: 222949 liters."
478,Monthly,2024-09-04,2024-10-03,"Monthly overview: Production increased by 2% compared to last month. Continuous improvement initiatives ongoing. Mean quality: 3.38, Std Dev: 0.51. Mean process: 68.66, Std Dev: 12.23. Raw milk volume: 282802 liters."
